P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,binaryClass
130.0,0.461539,0.292308,0.169231,0.242857,0.9,0.0,0.734694,0.0,0.0,0.125,0.265306,1.0,0.214286,0.181818,0.0,P
312.0,0.435897,0.0,0.217949,0.170455,0.875,0.0,0.713115,0.0,0.032787,0.082707,0.0,0.983607,0.18797,0.105263,0.571429,P
6837.0,0.465409,0.014773,0.155039,0.128591,0.810882,0.042855,0.6792,0.0068,0.0584,0.069248,0.0128,0.9944,0.379002,0.070122,0.6,N
6416.0,0.49813,0.002494,0.096166,0.06646,0.860037,0.0,0.701558,0.004395,0.051538,0.038048,0.003196,0.997603,0.241353,0.023634,0.529412,N
762.0,0.490814,0.005249,0.238845,0.152062,0.851706,0.0,0.68997,0.0,0.024316,0.136483,0.006079,0.996961,0.246719,0.016949,0.75,P
9611.0,0.471023,0.077307,0.17428,0.109953,0.808033,0.0,0.620602,0.000926,0.042593,0.04064,0.076389,0.993519,0.332889,0.010553,0.421053,N
171.0,0.520468,0.0,0.157895,0.085366,0.865497,0.0,0.69697,0.0,0.045455,0.108108,0.0,0.969697,0.256757,0.181818,0.666667,P
8005.0,0.488445,0.04797,0.079575,0.071551,0.899938,0.011243,0.787179,0.004845,0.029817,0.09174,0.045099,0.906821,0.25457,0.18219,0.448276,N
10066.0,0.459865,0.30757,0.122889,0.109619,0.719054,0.156467,0.675787,0.002648,0.032951,0.070295,0.338629,0.959988,0.280908,0.097493,0.291667,P
775.0,0.472258,0.0,0.126452,0.080685,0.898065,0.0,0.761092,0.003413,0.020478,0.05178,0.0,0.993174,0.313916,0.12,0.5,P
2546.0,0.468578,0.013354,0.097015,0.081301,0.812647,0.078947,0.718004,0.001085,0.016269,0.024339,0.003254,0.997831,0.120635,0.066667,0.0,N
4831.0,0.449803,0.006624,0.217967,0.185854,0.801697,0.041192,0.650075,0.004022,0.024636,0.071429,0.004525,0.997989,0.325397,0.063861,0.526316,P
592.0,0.486487,0.155405,0.20946,0.184211,0.878378,0.0,0.72766,0.012766,0.017021,0.116541,0.12766,0.957447,0.372181,0.22449,0.666667,P
341.0,0.480938,0.0,0.252199,0.175141,0.835777,0.0,0.653061,0.006803,0.006803,0.187845,0.0,1.0,0.337017,0.103448,0.888889,P
4078.0,0.497793,0.011771,0.076999,0.077637,0.844777,0.070623,0.782264,0.002884,0.025955,0.074717,0.002163,0.987022,0.297532,0.066445,0.333333,P
1547.0,0.436975,0.244344,0.277311,0.239954,0.780866,0.060763,0.650621,0.0,0.029503,0.073381,0.240683,0.998447,0.379856,0.052174,0.5,P
3352.0,0.478819,0.016408,0.187053,0.106468,0.892601,0.035501,0.822818,0.001729,0.025065,0.032609,0.013829,0.995679,0.085284,0.132653,0.5625,N
160728.0,0.47558,0.148251,0.135645,0.105138,0.727857,0.074667,0.594602,0.003293,0.087853,0.118109,0.130244,0.881351,0.43986,0.107288,0.429735,N
979.0,0.47191,0.001022,0.28192,0.203095,0.816139,0.030644,0.654676,0.002398,0.009592,0.143737,0.0,0.990408,0.238193,0.070588,1.0,P
493.0,0.51927,0.0,0.054767,0.046414,0.902637,0.0,0.745455,0.0,0.036364,0.239631,0.0,0.981818,0.354839,0.175,0.882353,P
47025.0,0.482467,0.010611,0.131675,0.102272,0.880574,0.04202,0.81183,0.001396,0.03243,0.033669,0.006664,0.976518,0.161106,0.047812,0.583012,N
670.0,0.516418,0.256716,0.067164,0.098765,0.750746,0.0,0.55,0.006667,0.093333,0.212598,0.28,0.933333,0.711286,0.070039,0.4,N
20586.0,0.480229,0.001555,0.14369,0.110841,0.882882,0.009618,0.748822,0.001782,0.02508,0.027726,0.000509,0.990197,0.216982,0.049063,0.087719,N
4787.0,0.456445,0.01149,0.264884,0.196387,0.806768,0.027366,0.641528,0.000979,0.025955,0.067154,0.010284,0.998041,0.318867,0.067647,0.625,P
1746.0,0.500573,0.036655,0.128866,0.099771,0.904353,0.0,0.782468,0.006494,0.032468,0.060976,0.027597,0.99026,0.408537,0.182186,0.4,P
612.0,0.47549,0.341503,0.145425,0.146417,0.816994,0.0,0.640152,0.007576,0.049242,0.098976,0.314394,1.0,0.419795,0.061539,1.0,P
95.0,0.526316,0.0,0.242105,0.044444,0.957895,0.0,0.918919,0.0,0.027027,0.0,0.0,1.0,0.0,0.0,0.0,N
208.0,0.5,0.0,0.240385,0.163462,0.836539,0.0,0.629214,0.0,0.011236,0.232759,0.0,1.0,0.284483,0.052632,1.0,P
3706.0,0.482731,0.005397,0.164058,0.123109,0.856179,0.021856,0.716643,0.003587,0.035868,0.050409,0.005739,0.984935,0.241826,0.10705,0.428571,P
8388.0,0.48331,0.172747,0.095374,0.081218,0.87506,0.0,0.727852,0.005099,0.050988,0.026675,0.171447,0.982473,0.332506,0.046618,0.25,N
3356.0,0.435638,0.191299,0.192491,0.189546,0.841478,0.021454,0.680272,0.005291,0.018141,0.082524,0.157974,0.999244,0.37448,0.117647,0.26087,P
2769.0,0.48104,0.001083,0.15493,0.105776,0.844348,0.005417,0.690064,0.003646,0.055606,0.034331,0.000912,0.992707,0.350352,0.050302,0.333333,N
250.0,0.508,0.0,0.084,0.089431,0.904,0.0,0.764045,0.0,0.033708,0.127451,0.0,0.977528,0.303922,0.277778,1.0,N
364.0,0.502747,0.0,0.129121,0.077348,0.854396,0.0,0.675676,0.0,0.033784,0.173184,0.0,0.885135,0.357542,0.065217,1.0,P
835.0,0.416767,0.0,0.341317,0.279261,0.726946,0.053892,0.550388,0.005168,0.01292,0.149451,0.0,0.994832,0.318681,0.019608,0.4375,P
1045.0,0.469857,0.000957,0.21244,0.216607,0.78756,0.029665,0.624413,0.004695,0.044601,0.038375,0.0,0.995305,0.309255,0.023529,0.5,N
577.0,0.441941,0.596187,0.206239,0.214286,0.835355,0.0,0.605263,0.004386,0.008772,0.158672,0.495614,0.991228,0.280443,0.287671,0.0,P
5151.0,0.496797,0.194137,0.1159,0.099537,0.887012,0.009707,0.75216,0.00432,0.026998,0.097466,0.190605,0.958963,0.382554,0.136905,0.454546,P
1394.0,0.455524,0.0,0.299857,0.237154,0.749641,0.045911,0.580386,0.011254,0.024116,0.086637,0.0,1.0,0.408223,0.043902,0.7,P
277.0,0.458484,0.0,0.176895,0.126667,0.898917,0.0,0.747573,0.0,0.019418,0.046296,0.0,1.0,0.157407,0.038462,0.0,P
3950.0,0.451392,0.000506,0.255443,0.211352,0.803798,0.04076,0.650949,0.003062,0.022658,0.083614,0.001225,0.995713,0.358025,0.085595,0.571429,P
1232.0,0.494318,0.003247,0.084416,0.070626,0.930195,0.0,0.804348,0.002717,0.024457,0.086849,0.002717,0.442935,0.526055,0.339081,0.0,P
6801.0,0.451698,0.181738,0.165564,0.145347,0.836789,0.027055,0.683202,0.002631,0.02593,0.05066,0.154453,0.99549,0.330717,0.087571,0.428571,P
25782.0,0.496548,0.059848,0.095066,0.069183,0.820456,0.00225,0.666461,0.003814,0.094001,0.055675,0.054422,0.919913,0.280417,0.133954,0.282828,N
36094.0,0.452236,0.00676,0.420846,0.214203,0.758519,0.015986,0.592114,0.004599,0.045295,0.116545,0.005116,0.911192,0.537426,0.084694,0.339789,N
1811.0,0.544451,0.0127,0.092766,0.064242,0.911099,0.006074,0.818182,0.00202,0.046465,0.019802,0.012121,0.381818,0.552475,0.341969,1.0,P
1606.0,0.463885,0.003113,0.228518,0.1777,0.788917,0.038605,0.616058,0.00146,0.020438,0.163614,0.00146,0.960584,0.377289,0.075829,0.857143,P
110.0,0.545455,0.0,0.263636,0.14,0.9,0.0,0.717949,0.0,0.0,0.235294,0.0,1.0,0.411765,0.25,0.0,P
117.0,0.504274,0.0,0.136752,0.068966,0.923077,0.0,0.818182,0.0,0.022727,0.169811,0.0,0.954546,0.358491,0.2,0.0,P
520.0,0.476923,0.0,0.155769,0.125,0.886539,0.0,0.729064,0.004926,0.019704,0.259124,0.0,0.995074,0.456204,0.15625,0.0,P
6159.0,0.477026,0.040266,0.095957,0.084135,0.904855,0.012502,0.787244,0.001862,0.018156,0.107232,0.037244,0.99162,0.346633,0.131274,0.47541,P
238.0,0.5,0.0,0.352941,0.193277,0.836135,0.0,0.663717,0.0,0.00885,0.162963,0.0,1.0,0.251852,0.071429,0.818182,P
6430.0,0.494712,0.0,0.099067,0.088643,0.912131,0.013375,0.804582,0.00374,0.02244,0.020604,0.0,0.98504,0.22848,0.084095,0.416667,N
71.0,0.521127,0.0,0.098592,0.0,0.746479,0.0,0.606061,0.030303,0.090909,0.514706,0.0,1.0,0.573529,0.0,0.0,N
3286.0,0.50213,0.007912,0.073037,0.054401,0.90566,0.002435,0.837488,0.008973,0.070788,0.009872,0.003988,0.9332,0.055281,0.270115,0.25,N
448.0,0.459821,0.0,0.225446,0.161157,0.84375,0.0,0.666667,0.0,0.020202,0.112108,0.0,1.0,0.255605,0.076923,0.8,P
2130.0,0.486385,0.0,0.11831,0.077697,0.929108,0.0,0.814136,0.001309,0.007853,0.063726,0.0,0.993456,0.280637,0.104651,0.538462,P
164.0,0.445122,0.0,0.262195,0.120879,0.865854,0.0,0.686567,0.0,0.014925,0.302083,0.0,0.238806,0.572917,0.1,0.0,P
950.0,0.446316,0.0,0.141053,0.163498,0.893684,0.0,0.729508,0.0,0.002732,0.096296,0.0,1.0,0.358025,0.105769,0.888889,P
707.0,0.480905,0.0,0.130127,0.098093,0.905233,0.0,0.752896,0.0,0.011583,0.106897,0.0,0.976834,0.234483,0.166667,1.0,P
1643.0,0.45283,0.035301,0.216677,0.21802,0.851491,0.036519,0.722311,0.00321,0.014446,0.126227,0.036918,0.99679,0.239832,0.151724,0.75,P
2426.0,0.470734,0.0,0.185903,0.159657,0.836768,0.027618,0.686984,0.001033,0.02376,0.125565,0.0,0.96281,0.413731,0.12829,0.692308,P
2001.0,0.462769,0.025987,0.150425,0.146977,0.869066,0.0,0.688415,0.005326,0.029294,0.102748,0.021305,1.0,0.258064,0.1417,0.6,P
1701.0,0.481482,0.465021,0.141681,0.104308,0.889477,0.009406,0.758303,0.005535,0.057196,0.076661,0.413284,0.979705,0.149915,0.288136,1.0,P
1481.0,0.482107,0.112762,0.13977,0.108214,0.896016,0.002701,0.765596,0.007561,0.032136,0.081597,0.10586,0.954631,0.274306,0.228916,0.428571,P
321.0,0.451713,0.068536,0.261682,0.210227,0.856698,0.0,0.680556,0.0,0.0,0.13253,0.069444,1.0,0.240964,0.047619,0.714286,P
112.0,0.535714,0.0,0.160714,0.038462,0.9375,0.0,0.829268,0.0,0.0,0.02381,0.0,1.0,0.238095,0.0,0.0,P
26144.0,0.480187,0.008836,0.153114,0.103974,0.864711,0.004399,0.715379,0.002684,0.044836,0.049244,0.009743,0.984392,0.283648,0.042604,0.63253,N
3195.0,0.455399,0.054147,0.305164,0.246552,0.774961,0.074178,0.649641,0.005587,0.019154,0.111977,0.042299,0.936951,0.345145,0.12297,0.6,P
3220.0,0.496584,0.006832,0.109317,0.085133,0.86646,0.046894,0.766019,0.001942,0.029126,0.12116,0.005825,0.58932,0.4343,0.179283,0.823529,P
1021.0,0.491675,0.0,0.084231,0.05395,0.946131,0.0,0.856305,0.0,0.017595,0.058011,0.0,0.865103,0.234807,0.136364,0.5,N
659.0,0.468892,0.07739,0.157815,0.137143,0.883156,0.0,0.727273,0.003788,0.015152,0.108108,0.07197,1.0,0.297297,0.059702,0.666667,P
660.0,0.472727,0.0,0.213636,0.172414,0.845455,0.0,0.653571,0.0,0.017857,0.090909,0.0,1.0,0.25974,0.068966,0.75,P
231.0,0.489178,0.0,0.212121,0.127119,0.900433,0.012987,0.835165,0.0,0.043956,0.228814,0.0,0.824176,0.169492,0.083333,0.2,N
1148.0,0.496516,0.0,0.126307,0.114187,0.896342,0.0,0.747664,0.007009,0.014019,0.042506,0.0,0.997664,0.131991,0.119565,0.833333,P
916.0,0.503275,0.0,0.194323,0.087912,0.891921,0.0,0.740947,0.0,0.016713,0.084184,0.0,0.997215,0.255102,0.080808,0.5,P
10923.0,0.486954,0.005768,0.090909,0.083869,0.915316,0.033416,0.861079,0.003224,0.01993,0.014158,0.001759,0.968933,0.112395,0.074667,0.266667,N
3963.0,0.477668,0.001262,0.183447,0.147826,0.799647,0.052738,0.681641,0.007162,0.046224,0.133672,0.002604,0.997396,0.323745,0.043659,0.730769,P
6869.0,0.655263,0.163779,0.000582,0.002112,0.644635,0.350561,0.974381,0.0,0.002562,0.030629,0.166524,0.863365,0.375,0.254919,0.0,N
21907.0,0.468344,0.002145,0.226503,0.150854,0.800657,0.025106,0.642987,0.003531,0.038087,0.04603,0.000856,0.99433,0.308124,0.040364,0.571429,P
358.0,0.502793,0.0,0.053073,0.044944,0.969274,0.0,0.851351,0.0,0.0,0.177778,0.0,1.0,0.833333,0.266667,0.0,P
2896.0,0.486533,0.001727,0.350483,0.145259,0.830801,0.006216,0.688262,0.003811,0.041159,0.256657,0.002287,0.99314,0.520113,0.105505,0.457143,P
8395.0,0.489696,0.010244,0.124241,0.06676,0.942704,0.01215,0.879479,0.0,0.014115,0.017425,0.008324,0.994209,0.022404,0.084112,0.466667,N
1193.0,0.435876,0.0,0.300084,0.239227,0.751048,0.053646,0.586271,0.001855,0.014842,0.132045,0.0,0.998145,0.347826,0.05625,0.5,P
252.0,0.424603,0.0,0.222222,0.165517,0.873016,0.0,0.711539,0.0,0.019231,0.071429,0.0,1.0,0.142857,0.071429,0.666667,P
2515.0,0.479125,0.003579,0.162624,0.100763,0.952286,0.0,0.863855,0.0,0.008434,0.022379,0.00241,0.986747,0.027091,0.045455,0.75,N
2067.0,0.438316,0.417513,0.166425,0.157623,0.882922,0.019352,0.745333,0.0,0.013333,0.085366,0.34,0.994667,0.295122,0.110599,0.777778,P
1233.0,0.477697,0.003244,0.199513,0.152174,0.818329,0.0,0.643911,0.0,0.04428,0.099668,0.001845,0.994465,0.310631,0.030121,0.714286,N
7686.0,0.477361,0.157169,0.172001,0.135673,0.822925,0.041894,0.701149,0.006618,0.050157,0.057452,0.150819,0.984326,0.283979,0.055495,0.257143,N
3305.0,0.494402,0.006051,0.085023,0.065829,0.905598,0.0,0.793194,0.012216,0.041012,0.086853,0.005236,0.990401,0.313147,0.159236,0.785714,P
61.0,0.47541,0.0,0.131148,0.0,0.885246,0.0,0.913044,0.043478,0.086957,0.0,0.0,1.0,0.043478,0.25,0.0,N
14870.0,0.480027,0.013248,0.143914,0.097388,0.895629,0.010289,0.778976,0.002875,0.024079,0.022999,0.012399,0.996226,0.196454,0.037955,0.653846,N
1407.0,0.53376,0.000711,0.049751,0.041159,0.926084,0.0,0.788372,0.004651,0.02093,0.106029,0.002326,0.972093,0.336798,0.176,1.0,P
3748.0,0.453308,0.001067,0.184365,0.16203,0.846852,0.0,0.668715,0.000615,0.01598,0.081828,0.001844,0.999385,0.326749,0.056673,0.5,P
101.0,0.594059,0.0,0.19802,0.0,0.930693,0.0,0.868421,0.0,0.052632,0.22449,0.0,1.0,0.22449,0.0,0.0,P
4361.0,0.487044,0.04953,0.093557,0.105051,0.869525,0.028434,0.769382,0.005913,0.049277,0.078693,0.051248,0.995401,0.21368,0.101923,0.214286,N
252.0,0.484127,0.0,0.063492,0.030769,0.93254,0.0,0.860465,0.0,0.034884,0.022727,0.0,1.0,0.0,0.0,0.0,N
3469.0,0.443644,0.390603,0.162583,0.16114,0.858749,0.045258,0.7536,0.0008,0.0168,0.06015,0.3176,0.9928,0.234587,0.107056,0.235294,P
5759.0,0.477514,0.008161,0.17642,0.139914,0.853447,0.020663,0.707207,0.001351,0.027478,0.032258,0.007207,0.991441,0.229294,0.02,0.181818,N
285.0,0.487719,0.0,0.066667,0.054795,0.940351,0.0,0.791045,0.0,0.044776,0.1625,0.0,1.0,0.8875,0.318182,0.0,N
29205.0,0.483171,0.020544,0.069372,0.068968,0.903373,0.005581,0.774888,0.002096,0.023531,0.078321,0.018291,0.955797,0.21951,0.072122,0.267857,N
15223.0,0.501938,0.010116,0.096105,0.070826,0.730802,0.000197,0.556474,0.005315,0.12978,0.057997,0.010778,0.935479,0.53936,0.037899,0.25641,N
2321.0,0.457131,0.002154,0.130116,0.116667,0.891857,0.0,0.742338,0.001135,0.023837,0.130306,0.001135,0.973893,0.408687,0.086957,0.476191,P
193.0,0.450777,0.0,0.186529,0.132076,0.849741,0.0,0.679012,0.0,0.037037,0.05814,0.0,1.0,0.174419,0.090909,1.0,P
554.0,0.465704,0.476534,0.140794,0.138514,0.882672,0.021661,0.728723,0.0,0.010638,0.253968,0.414894,0.984043,0.325397,0.060606,0.6,P
17406.0,0.493163,0.093416,0.057164,0.057923,0.91434,0.006722,0.812862,0.007609,0.042029,0.115951,0.087681,0.894746,0.365311,0.175077,0.592784,P
3182.0,0.503143,0.001571,0.085795,0.053131,0.913576,0.0,0.80288,0.004501,0.040504,0.101859,0.0018,0.587759,0.319321,0.094203,0.428571,N
8184.0,0.472385,0.074536,0.062317,0.073877,0.898338,0.007331,0.782741,0.004399,0.035533,0.056815,0.06599,0.973604,0.279285,0.068228,0.136364,P
7532.0,0.471986,0.009161,0.14153,0.07644,0.790759,0.005842,0.63978,0.001528,0.093798,0.046607,0.007027,0.976474,0.254588,0.02981,0.121951,N
1273.0,0.483111,0.003142,0.157895,0.120061,0.858602,0.0,0.715128,0.001965,0.062868,0.035985,0.0,0.996071,0.244318,0.069364,0.2,N
5566.0,0.497305,0.0,0.082824,0.046104,0.958498,0.0,0.865169,0.002644,0.010575,0.040583,0.0,0.974884,0.15092,0.233202,0.5,N
311.0,0.475884,0.762058,0.102894,0.08589,0.942122,0.0,0.822917,0.0,0.010417,0.067961,0.6875,1.0,0.252427,0.133333,1.0,P
587.0,0.436116,0.059625,0.298126,0.256798,0.749574,0.151618,0.727723,0.0,0.014852,0.158333,0.044555,0.985149,0.3375,0.045455,1.0,P
3490.0,0.473926,0.005444,0.17106,0.139978,0.82808,0.019198,0.667154,0.004389,0.049012,0.08255,0.002195,0.993416,0.261074,0.07045,0.684211,N
4146.0,0.435842,0.003377,0.218765,0.174861,0.76604,0.017125,0.580311,0.002591,0.037824,0.059912,0.004145,0.998446,0.249391,0.024316,0.1875,N
6404.0,0.510306,0.008432,0.074329,0.050383,0.938788,0.009838,0.869565,0.010712,0.044108,0.042245,0.011972,0.611846,0.358479,0.419426,0.727273,N
69.0,0.507246,0.0,0.217391,0.147059,0.898551,0.0,0.730769,0.0,0.0,0.1875,0.0,1.0,0.09375,0.0,0.0,P
78.0,0.525641,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,P
4994.0,0.460152,0.007809,0.195835,0.179896,0.773729,0.06628,0.639336,0.005533,0.030181,0.134146,0.002515,0.996982,0.273084,0.090667,0.741379,P
6962.0,0.502586,0.003447,0.147659,0.067283,0.878771,0.012353,0.776383,0.005492,0.059631,0.420287,0.004708,0.952138,0.421424,0.184295,0.310811,N
1485.0,0.486869,0.000673,0.131313,0.097113,0.889562,0.0,0.74635,0.001825,0.040146,0.030089,0.0,0.989051,0.162832,0.063636,0.5,N
2077.0,0.44728,0.43428,0.211844,0.203833,0.804526,0.065961,0.68535,0.006369,0.019108,0.145811,0.4,0.992357,0.322089,0.111111,0.928571,P
4442.0,0.481765,0.007879,0.154435,0.123805,0.806619,0.031743,0.643265,0.002283,0.046233,0.084161,0.010274,0.993151,0.343962,0.064198,0.73913,P
877.0,0.442417,0.011403,0.302167,0.302659,0.704675,0.173318,0.678571,0.0,0.022727,0.107246,0.012987,0.961039,0.411594,0.053571,1.0,P
827.0,0.498186,0.019347,0.07497,0.057831,0.92503,0.0,0.806569,0.0,0.025547,0.086667,0.021898,0.992701,0.233333,0.083333,0.5,P
1991.0,0.452536,0.12004,0.237067,0.188073,0.81115,0.029633,0.646172,0.00116,0.010441,0.11134,0.116009,0.99536,0.338144,0.06087,0.695652,P
9510.0,0.496635,0.000316,0.081388,0.053687,0.953733,0.002944,0.854738,0.001566,0.01018,0.039489,0.0,0.963195,0.228281,0.217082,0.565217,P
6438.0,0.475924,0.015533,0.153775,0.120332,0.791084,0.027959,0.637405,0.00916,0.060305,0.051755,0.016031,0.94542,0.471589,0.0812,0.357143,N
5510.0,0.484029,0.000545,0.113975,0.10306,0.857532,0.008711,0.704111,0.006214,0.043021,0.047359,0.0,0.991396,0.327869,0.089489,0.421053,P
130.0,0.492308,0.0,0.230769,0.136364,0.9,0.0,0.745098,0.0,0.0,0.227273,0.0,1.0,0.333333,0.285714,1.0,P
1357.0,0.462786,0.043478,0.234341,0.216735,0.809875,0.025055,0.648557,0.005093,0.022071,0.156161,0.047538,1.0,0.39255,0.087432,0.7,P
27485.0,0.456467,0.014808,0.362052,0.16708,0.781736,0.0,0.632486,0.002947,0.065046,0.139352,0.011123,0.971344,0.544348,0.026498,0.351351,N
1821.0,0.489292,0.155409,0.101043,0.096774,0.919824,0.0,0.786963,0.00477,0.012719,0.068148,0.122417,0.987281,0.328889,0.12766,0.666667,P
8.0,0.5,0.0,0.125,0.25,0.75,0.0,0.5,0.0,0.0,0.333333,0.0,1.0,0.333333,0.0,0.0,P
3119.0,0.485733,0.248798,0.090734,0.100998,0.878487,0.018596,0.755,0.006,0.057,0.062793,0.23,0.964,0.381443,0.163399,0.818182,P
331.0,0.486405,0.0,0.181269,0.129412,0.900302,0.0,0.771654,0.007874,0.015748,0.015504,0.0,0.992126,0.224806,0.095238,0.0,P
1636.0,0.487164,0.002445,0.163203,0.076281,0.912592,0.0,0.782753,0.001658,0.014925,0.057813,0.0,0.995025,0.109375,0.052632,0.0,N
199.0,0.512563,0.0,0.180905,0.175258,0.829146,0.0,0.6,0.0,0.025,0.166667,0.0,1.0,0.21875,0.1,0.75,P
730.0,0.442466,0.067123,0.247945,0.199017,0.845206,0.0,0.660436,0.0,0.012461,0.088068,0.071651,1.0,0.272727,0.094595,0.666667,P
1619.0,0.46572,0.077826,0.232242,0.179191,0.807906,0.048796,0.6625,0.001563,0.020313,0.147803,0.076563,0.945313,0.380826,0.104167,0.8,P
930.0,0.503226,0.003226,0.039785,0.047619,0.92043,0.0,0.814815,0.006173,0.037037,0.02994,0.003086,1.0,0.296407,0.0,1.0,N
1478.0,0.469554,0.123816,0.082544,0.077806,0.914073,0.0,0.778885,0.007968,0.017928,0.065177,0.095618,0.978088,0.270019,0.127796,0.428571,P
1090.0,0.495413,0.00367,0.092661,0.065455,0.901835,0.0,0.77089,0.010782,0.043127,0.09291,0.005391,0.897574,0.354523,0.135417,0.2,P
151.0,0.443709,0.0,0.099338,0.071429,0.940397,0.0,0.846154,0.0,0.019231,0.16129,0.0,1.0,0.129032,0.125,1.0,P
254.0,0.484252,0.0,0.137795,0.099237,0.862205,0.0,0.747664,0.018692,0.046729,0.077586,0.0,0.971963,0.258621,0.111111,0.0,P
1072.0,0.449627,0.447761,0.132463,0.122034,0.899254,0.0,0.73822,0.005236,0.015707,0.151111,0.382199,0.973822,0.471111,0.147059,0.8,P
2163.0,0.516412,0.060564,0.108645,0.076482,0.784559,0.0,0.620879,0.001099,0.095604,0.066667,0.058242,0.928571,0.472821,0.070922,0.25,N
3220.0,0.485714,0.000311,0.072981,0.057367,0.914907,0.0,0.803587,0.008072,0.034978,0.038793,0.0,0.998206,0.225,0.059575,0.818182,P
